drug_name,reaction,n,total_drug,total_reaction,ror,pct_of_drug
Цефтриаксон,Анемия,3,66,187,1.887907304269893,4.545454545454546
Молсидомин,Миалгия,4,74,216,1.887409261576971,5.405405405405405
Телмисартан,Тромбоцитопения,4,69,232,1.8859304792289575,5.797101449275362
Пароксетин,Тромбоцитопения,4,69,232,1.8859304792289575,5.797101449275362
Изосорбида мононитрат,Повышение печёночных ферментов,3,61,203,1.8824519896839098,4.918032786885246
Агомелатин,Гиперкалиемия,3,59,210,1.8818424139034011,5.084745762711865
Гидрохлоротиазид,Гипогликемия,2,45,195,1.8805132317562148,4.444444444444445
Гидрохлоротиазид,Кашель,2,45,195,1.8805132317562148,4.444444444444445
Карбамазепин,Нарушение зрения,4,73,220,1.8782959775366774,5.47945205479452
Доксепин,Анемия,2,47,187,1.8771659607239122,4.25531914893617
Дабигатран,Анемия,2,47,187,1.8771659607239122,4.25531914893617
Эноксапарин,Гипотензия,3,56,222,1.8760351691397186,5.357142857142857
Фенофибрат,Отёки,3,56,222,1.8760351691397186,5.357142857142857
Лизиноприл,Сухость во рту,3,73,170,1.8760029639038849,4.10958904109589
Амлодипин,Усталость,3,53,235,1.8733737889918027,5.660377358490567
Метформин,Шум в ушах,3,59,211,1.8725196833683495,5.084745762711865
Периндоприл,Лейкопения,4,71,227,1.8718866517524237,5.633802816901409
Правастатин,Лейкопения,4,71,227,1.8718866517524237,5.633802816901409
Лизиноприл,Изжога,4,73,221,1.8693624410816176,5.47945205479452
Телмисартан,Метеоризм,4,69,234,1.8689705419681741,5.797101449275362
Ацетилсалициловая кислота,Метеоризм,4,69,234,1.8689705419681741,5.797101449275362
Эплеренон,Лейкопения,3,55,227,1.8680029695619895,5.454545454545454
Доксазозин,Сонливость,4,62,261,1.8672143390589993,6.451612903225806
Золпидем,Желудочно-кишечные расстройства,3,53,236,1.8650539572158504,5.660377358490567
Тамсулозин,Желудочно-кишечные расстройства,3,53,236,1.8650539572158504,5.660377358490567
Телмисартан,Усталость,4,69,235,1.860600464939904,5.797101449275362
Лизиноприл,Отёки,4,73,222,1.8605106761272903,5.47945205479452
Варфарин,Запор,3,58,216,1.8604342046964994,5.172413793103448
Трандолаприл,Анемия,3,67,187,1.8583433121152917,4.477611940298507
Парацетамол,Тромбоцитопения,5,86,232,1.8559023798287602,5.813953488372093
Эзетимиб,Диарея,4,72,226,1.8528499958992863,5.555555555555555
Цефтриаксон,Сыпь,4,66,247,1.8511540041067762,6.0606060606060606
Пентоксифиллин,Аллергические реакции,2,45,198,1.8509256821970692,4.444444444444445
Карведилол,Повышение печёночных ферментов,3,62,203,1.8505207569312012,4.838709677419355
Венлафаксин,Головная боль,3,56,225,1.8498582379502255,5.357142857142857
Залеплон,Головная боль,3,56,225,1.8498582379502255,5.357142857142857
Спиронолактон,Усталость,2,38,235,1.8475550731864714,5.263157894736842
Диазепам,Диарея,3,56,226,1.8412887578665662,5.357142857142857
Транилципромин,Желудочно-кишечные расстройства,2,38,236,1.8393842918480008,5.263157894736842
Эсзопиклон,Головная боль,4,73,225,1.8344349351218798,5.47945205479452
Торасемид,Головная боль,4,73,225,1.8344349351218798,5.47945205479452
Дилтиазем,Бессонница,3,51,250,1.8286160574820367,5.88235294117647
Карбамазепин,Диарея,4,73,226,1.8258992805755394,5.47945205479452
Ривароксабан,Желудочно-кишечные расстройства,4,70,236,1.8241571671113264,5.714285714285714
Лоразепам,Головокружение,3,62,206,1.8223731753143517,4.838709677419355
Периндоприл,Метеоризм,4,71,234,1.8130151843817788,5.633802816901409
Топирамат,Гипотензия,5,92,222,1.8092742200328407,5.434782608695652
Верапамил,Шум в ушах,3,61,211,1.80792801656111,4.918032786885246
Изосорбида мононитрат,Шум в ушах,3,61,211,1.80792801656111,4.918032786885246
Цефтриаксон,Гипогликемия,3,66,195,1.8071581961345742,4.545454545454546
Цефтриаксон,Кашель,3,66,195,1.8071581961345742,4.545454545454546
Метилдопа,Сыпь,2,37,247,1.8035914058690228,5.405405405405405
Эзетимиб,Тромбоцитопения,4,72,232,1.802472487980961,5.555555555555555
Клопидогрел,Усталость,3,55,235,1.8014336917562723,5.454545454545454
Доксепин,Кашель,2,47,195,1.7972854019365647,4.25531914893617
Миноксидил,Запор,3,60,216,1.795153243050606,5.0
Никорандил,Желудочно-кишечные расстройства,3,55,236,1.793433261955746,5.454545454545454
Венлафаксин,Тромбоцитопения,3,56,232,1.7914401482295927,5.357142857142857
Молсидомин,Лейкопения,4,74,227,1.7913751249464513,5.405405405405405
Альфузозин,Желудочно-кишечные расстройства,2,39,236,1.7900497512437812,5.128205128205128
Карведилол,Гиперкалиемия,3,62,210,1.7861091424521613,4.838709677419355
Агомелатин,Изжога,3,59,221,1.7839857435045865,5.084745762711865
Эналаприл,Изжога,3,59,221,1.7839857435045865,5.084745762711865
Флувоксамин,Изжога,3,59,221,1.7839857435045865,5.084745762711865
Сертралин,Бессонница,2,37,250,1.7809674951115144,5.405405405405405
Гепарин,Кашель,3,67,195,1.7788583509513742,4.477611940298507
Карведилол,Шум в ушах,3,62,211,1.777260544505572,4.838709677419355
Лоразепам,Шум в ушах,3,62,211,1.777260544505572,4.838709677419355
Метопролол,Шум в ушах,3,62,211,1.777260544505572,4.838709677419355
Пентоксифиллин,Головокружение,2,45,206,1.7762695669280273,4.444444444444445
Метформин,Тошнота,3,59,222,1.7755760275767534,5.084745762711865
Эналаприл,Гипотензия,3,59,222,1.7755760275767534,5.084745762711865
Эналаприл,Тошнота,3,59,222,1.7755760275767534,5.084745762711865
Фондапаринукс,Нарушение вкуса,4,76,223,1.7742675359359046,5.263157894736842
Этосуксимид,Диарея,4,75,226,1.7742594484167518,5.333333333333334
Дексаметазон,Аллергические реакции,2,47,198,1.7690070743505857,4.25531914893617
Фенофибрат,Усталость,3,56,235,1.7674806552105315,5.357142857142857
Эналаприл,Нарушение вкуса,3,59,223,1.76724259025144,5.084745762711865
Рамелтеон,Нарушение вкуса,3,59,223,1.76724259025144,5.084745762711865
Телмисартан,Сыпь,4,69,247,1.765521889744032,5.797101449275362
Эдоксабан,Запор,3,61,216,1.764186633039092,4.918032786885246
Карбамазепин,Метеоризм,4,73,234,1.7602802790305716,5.47945205479452
Фенофибрат,Желудочно-кишечные расстройства,3,56,236,1.7596309712021452,5.357142857142857
Флувоксамин,Брадикардия,3,59,224,1.7589843984098763,5.084745762711865
Вальпроевая кислота,Брадикардия,3,59,224,1.7589843984098763,5.084745762711865
Фондапаринукс,Головная боль,4,76,225,1.7576866194442284,5.263157894736842
Верапамил,Повышение креатинина,3,61,217,1.755683063375371,4.918032786885246
Фенитоин,Бессонница,3,53,250,1.7556355635563559,5.660377358490567
Спиронолактон,Сыпь,2,38,247,1.7538989481907203,5.263157894736842
Бупропион,Повышение креатинина,4,79,217,1.7524853823844162,5.063291139240507
Эсзопиклон,Усталость,4,73,235,1.7523967866743322,5.47945205479452
Рамелтеон,Головная боль,3,59,225,1.7508004375062145,5.084745762711865
Вальпроевая кислота,Головная боль,3,59,225,1.7508004375062145,5.084745762711865
Гепарин,Аллергические реакции,3,67,198,1.7507286028668292,4.477611940298507
Дилтиазем,Сонливость,3,51,261,1.7477317593571156,5.88235294117647
Миноксидил,Тошнота,3,60,222,1.7444191343963553,5.0
Дулоксетин,Отёки,3,60,222,1.7444191343963553,5.0
Эналаприл,Диарея,3,59,226,1.7426897111520263,5.084745762711865
Омепразол,Сыпь,4,70,247,1.7386947862469313,5.714285714285714
Метформин,Лейкопения,3,59,227,1.7346512407119064,5.084745762711865
Симвастатин,Миалгия,3,62,216,1.734260917481747,4.838709677419355
Гидрохлоротиазид,Шум в ушах,2,45,211,1.732504869283735,4.444444444444445
Леветирацетам,Шум в ушах,2,45,211,1.732504869283735,4.444444444444445
Бисопролол,Изжога,2,43,221,1.7310700661415594,4.651162790697675
Атенолол,Тошнота,5,96,222,1.7290748068588655,5.208333333333334
Диазепам,Сухость во рту,2,56,170,1.72746576647701,3.571428571428571
Фенофибрат,Сухость во рту,2,56,170,1.72746576647701,3.571428571428571
Симвастатин,Повышение креатинина,3,62,217,1.7259015494309613,4.838709677419355
Доксазозин,Повышение креатинина,3,62,217,1.7259015494309613,4.838709677419355
Амилорид,Анемия,2,51,187,1.7243867243867244,3.9215686274509802
Миртазапин,Анемия,2,51,187,1.7243867243867244,3.9215686274509802
Ирбесартан,Повышение печёночных ферментов,2,47,203,1.7237477163035477,4.25531914893617
Бисопролол,Гипотензия,2,43,222,1.7229462065950876,4.651162790697675
Цилостазол,Повышение креатинина,2,44,217,1.7225330967653882,4.545454545454546
Дулоксетин,Головная боль,3,60,225,1.7200781631656084,5.0
Миноксидил,Головная боль,3,60,225,1.7200781631656084,5.0
Верапамил,Гипотензия,3,61,222,1.714327434145202,4.918032786885246
Изосорбида мононитрат,Отёки,3,61,222,1.714327434145202,4.918032786885246
Изосорбида мононитрат,Тошнота,3,61,222,1.714327434145202,4.918032786885246
